Period,Temperature,Effective Temperature,Wind Speed,Wind Direction,Precipitation Amount,Precipitation Type,Solar Radiation,Humidity,Cloud Cover,Demand
47,5.399997711,9.172439575,4,230,0,0,0,78,5,115.4928
48,5.449996948,9.172439575,4.5,220,0,0,0,77.5,5,100.1551
1,5.5,8.887771606,5,210,0,0,0,77,5,98.6017
2,5.5,8.887771606,5,210,0,0,0,77,5,74.669
3,5,8.887771606,3,150,0,0,0,81,6,70.6352
4,5.349998474,8.887771606,4,160,0,0,0,83,7,65.3392
5,5.699996948,8.887771606,5,170,0,0,0,85,8,63.5396
6,5.799999237,8.887771606,5.5,175,0,0,0,85.5,8,61.2558
7,5.899997711,8.887771606,6,180,0,0,0,86,8,59.4006
8,6.399997711,8.887771606,7.5,185,0,0,0,83.5,8,58.8276
9,6.899997711,8.887771606,9,190,0,0,0,81,7,57.087
10,6.649997711,8.887771606,7.5,205,1,0,0,87,7,57.4286
11,6.399997711,8.887771606,6,220,2,2,0,93,7,61.6701
12,6.25,8.887771606,5.5,215,1.5,2,0,90.5,7,70.7076
13,6.099998474,8.887771606,5,210,1,2,0,88,7,87.6821
14,6.399997711,8.887771606,4.5,220,0.5,2,0,85,6,109.2908
15,6.699996948,8.887771606,4,230,0,0,0,82,4,131.3908
16,6.899997711,8.887771606,4.5,225,0.004999999,0,0,82.5,6,156.4683
17,7.099998474,8.887771606,5,220,0.009999998,2,0,83,7,149.7255
18,6.5,8.887771606,6,235,0.604999542,2,30,83.5,7,137.8218
19,5.899997711,8.887771606,7,250,1.199999809,2,60,84,6,135.3232
20,6.75,8.887771606,5.5,245,0.599999905,2,315,82.5,5,129.6159
21,7.599998474,8.887771606,4,240,0,0,570,81,4,124.601
22,8,8.887771606,6.5,245,0.004999999,0,635,73,5,123.1523
23,8.399993896,8.887771606,9,250,0.009999998,2,700,65,6,121.1573
24,8.399993896,8.887771606,9.5,250,0.004999999,2,850,64.5,7,119.9143
25,8.399993896,8.887771606,10,250,0,0,1000,64,7,123.8607
26,8.449996948,8.887771606,9.5,255,0,0,1080,61.5,5,125.5578
27,8.5,8.887771606,9,260,0,0,1160,59,3,123.9915
28,8.599998474,8.887771606,9,260,0,0,985,58.5,5,119.0619
29,8.699996948,8.887771606,9,260,0,0,810,58,7,118.4588
30,8.899993896,8.887771606,8.5,260,0,0,660,59,8,122.6465
31,9.099998474,8.887771606,8,260,0,0,510,60,8,127.4408
32,9,8.887771606,7.5,255,0,0,410,61.5,8,137.7176
33,8.899993896,8.887771606,7,250,0,0,310,63,7,155.2513
34,8.549995422,8.887771606,7,250,0,0,200,63,5,180.3068
35,8.199996948,8.887771606,7,250,0,0,90,63,2,211.9447
36,7.849998474,8.887771606,6,240,0,0,45,66.5,4,228.9732
37,7.5,8.887771606,5,230,0,0,0,70,5,237.3572
38,7.199996948,8.887771606,4,225,0,0,0,71,3,234.1627
39,6.899997711,8.887771606,3,220,0,0,0,72,1,225.4425
40,6.849998474,8.887771606,3.5,220,0,0,0,74.5,2,216.1427
41,6.799999237,8.887771606,4,220,0,0,0,77,2,208.1326
42,6.699996948,8.887771606,4,220,0,0,0,78.5,2,199.5965
43,6.599998474,8.887771606,4,220,0,0,0,80,2,188.2503
44,6.649997711,8.887771606,4.5,220,0,0,0,79,3,177.7761
45,6.699996948,8.887771606,5,220,0,0,0,78,3,162.5181
46,6.449996948,8.887771606,4.5,220,0,0,0,79.5,4,137.9892
47,6.199996948,8.887771606,4,220,0,0,0,81,5,116.2738
48,6.25,8.887771606,4.5,220,0,0,0,80.5,6,100.4926
1,6.299999237,6.99016571,5,220,0,0,0,80,7,98.9555
2,6.299999237,6.99016571,5,220,0,0,0,80,7,75.6641
3,6.299999237,6.99016571,5,200,0,0,0,81,7,71.7705
4,6.399997711,6.99016571,4.5,205,0,0,0,81,8,66.4645
5,6.5,6.99016571,4,210,0,0,0,81,8,63.6643
6,6.149997711,6.99016571,4,205,0,0,0,83,8,60.6646
7,5.799999237,6.99016571,4,200,0,0,0,85,8,58.213
8,5.649997711,6.99016571,4.5,210,0.004999999,0,0,84.5,8,57.1467
9,5.5,6.99016571,5,220,0.009999998,2,0,84,7,55.4414
10,5.25,6.99016571,5.5,210,0.104999959,2,0,85,7,55.2554
11,5,6.99016571,6,200,0.199999928,2,0,86,7,60.3175
12,4.649997711,6.99016571,5.5,195,0.199999928,2,0,89.5,7,69.191
13,4.299999237,6.99016571,5,190,0.199999928,2,0,93,7,85.6535
14,4.099998474,6.99016571,4.5,195,0.299999952,2,0,94,7,106.4195
15,3.899999619,6.99016571,4,200,0.399999857,2,0,95,7,130.0673
16,3.899999619,6.99016571,3.5,210,0.204999924,2,0,95,7,156.0079
17,3.899999619,6.99016571,3,220,0.009999998,2,0,95,7,150.2844
18,3.949998856,6.99016571,3,230,0.104999959,2,35,95,7,140.275
19,4,6.99016571,3,240,0.199999928,2,70,95,7,137.9852
20,4.149997711,6.99016571,2.5,235,0.104999959,2,195,93.5,5,134.3868
21,4.299999237,6.99016571,2,230,0.009999998,2,320,92,3,130.2173
22,5.199996948,6.99016571,2,230,0.004999999,2,530,88.5,3,127.6916
23,6.099998474,6.99016571,2,230,0,0,740,85,3.899999619,124.8994
24,6.099998474,6.99016571,2.5,240,0,0,950,81.5,5,124.6452
25,6.099998474,6.99016571,3,250,0,0,1160,78,7,128.246
26,6.549999237,6.99016571,3.5,250,0,0,1065,76,6,128.6907
27,7,6.99016571,4,250,0,0,970,74,5,127.4255
28,6.849998474,6.99016571,4,255,0,0,855,72,6,123.0671
29,6.699996948,6.99016571,4,260,0,0,740,70,6,120.9867
30,6.699996948,6.99016571,3,250,0,0,490,70,7,125.4056
31,6.699996948,6.99016571,2,240,0,0,240,70,7,130.6678
32,6.549999237,6.99016571,3,225,0,0,205,71,7,142.963
33,6.399997711,6.99016571,4,210,0,0,170,72,7,160.6023
34,5.849998474,6.99016571,3,215,0.004999999,0,120,78,7,185.3012
35,5.299999237,6.99016571,2,220,0.009999998,2,70,84,7,211.915
36,5.199996948,6.99016571,1.5,225,0.009999998,2,35,84.5,8,226.6025
37,5.099998474,6.99016571,1,230,0.009999998,2,0,85,8,234.7667
38,4.699996948,6.99016571,2.5,250,0.204999924,2,0,87.5,8,231.7226
39,4.299999237,6.99016571,4,270,0.399999857,2,0,90,7,222.3483
40,4.149997711,6.99016571,3.5,290,0.204999924,2,0,91,7,212.045
41,4,6.99016571,3,310,0.009999998,2,0,92,7,205.0047
42,4,6.99016571,3.5,320,0.009999998,2,0,92,7,194.7394
43,4,6.99016571,4,330,0.009999998,2,0,92,6,186.3058
44,4.049999237,6.99016571,5,330,0.009999998,2,0,91,6,174.4881
45,4.099998474,6.99016571,6,330,0.009999998,2,0,90,6,162.5213
46,4.25,6.99016571,6,330,0.004999999,2,0,88.5,7,142.241
47,4.399997711,6.99016571,6,330,0,0,0,87,8,124.249
48,4.349998474,6.99016571,5.5,325,0,0,0,86.5,8,109.3662
1,4.299999237,4.514968872,5,320,0,0,0,86,8,108.4429
2,4.299999237,4.514968872,5,320,0,0,0,86,8,82.5448
3,3.699998856,4.514968872,7,340,0,0,0,77,7,75.9312
4,3.549999237,4.514968872,7,335,0,0,0,76.5,8,69.6723
5,3.399999619,4.514968872,7,330,0,0,0,76,8,66.2979
6,3.25,4.514968872,6,325,0,0,0,79,8,63.0971
7,3.099998474,4.514968872,5,320,0,0,0,82,7,60.5453
8,2.649999619,4.514968872,5.5,320,0,0,0,83,7,58.2645
9,2.199998856,4.514968872,6,320,0,0,0,84,7,57.0678
10,1.799999237,4.514968872,5.5,320,0,0,0,84,4,56.1591
11,1.399999619,4.514968872,5,320,0,0,0,84,1,58.9821
12,1.199999809,4.514968872,5,320,0,0,0,83.5,3,66.8453
13,1,4.514968872,5,320,0,0,0,83,4.899997711,72.1414
14,0.849999905,4.514968872,5,320,0,0,0,83,3,81.7278
15,0.699999809,4.514968872,5,320,0,0,0,83,1,93.0431
16,0.699999809,4.514968872,5,315,0,0,0,82.5,1,121.8584
17,0.699999809,4.514968872,5,310,0,0,0,82,1.699999809,137.8375
18,0.799999714,4.514968872,4.5,315,0,0,100,81.5,1,151.986
19,0.899999619,4.514968872,4,320,0,0,200,81,1.099999428,160.6562
20,1.299999237,4.514968872,5,320,0,0,435,79,2,163.4923
21,1.699999809,4.514968872,6,320,0,0,670,77,2.399999619,164.9001
22,2.199998856,4.514968872,6.5,325,0,0,865,74,2,163.7038
23,2.699998856,4.514968872,7,330,0,0,1060,71,2.299999237,161.1136
24,3.099998474,4.514968872,7,330,0,0,1190,68,2,159.509
25,3.5,4.514968872,7,330,0,0,1320,65,2.199998856,163.0222
26,3.75,4.514968872,7.5,330,0,0,1360,63,3,163.86
27,4,4.514968872,8,330,0,0,1400,61,3.699998856,161.3691
28,4,4.514968872,8,330,0,0,1280,60,4,156.2158
29,4,4.514968872,8,330,0,0,1160,59,4.099998474,151.1532
30,4.099998474,4.514968872,7,335,0,0,1030,60.5,3,153.3529
31,4.199996948,4.514968872,6,340,0,0,900,62,1,155.4341
32,3.799999237,4.514968872,6.5,340,0,0,670,60.5,1,161.7288
33,3.399999619,4.514968872,7,340,0,0,440,59,1,173.3835
34,2.849998474,4.514968872,5.5,340,0,0,265,61.5,2,193.6465
35,2.299999237,4.514968872,4,340,0,0,90,64,3,223.2693
36,2.199998856,4.514968872,3.5,325,0,0,45,64,3,243.6252
37,2.099998474,4.514968872,3,310,0,0,0,64,2,249.934
38,2.099998474,4.514968872,3,305,0,0,0,64.5,4,244.8951
39,2.099998474,4.514968872,3,300,0,0,0,65,6,232.9619
40,1.199999809,4.514968872,3,290,0,0,0,69.5,4,220.2764
41,0.299999952,4.514968872,3,280,0,0,0,74,2.599998474,209.2015
42,0,4.514968872,3,275,0,0,0,76,3,199.9871
43,-0.299999952,4.514968872,3,270,0,0,0,78,2.899999619,188.4593
44,-0.5,4.514968872,3,275,0,0,0,80.5,3,179.7156
45,-0.699999809,4.514968872,3,280,0,0,0,83,3.099998474,167.1081
46,-1.149999619,4.514968872,2,235,0,0,0,85.5,3,149.0228
47,-1.599999428,4.514968872,1,190,0,0,0,88,3.5,131.9542
48,-1.449999809,4.514968872,1,210,0,0,0,90,3,118.2317
1,-1.299999237,5.750305176,1,230,0,0,0,92,3,116.6646
2,-1.299999237,5.750305176,1,230,0,0,0,92,3,87.7364
3,-0.799999714,5.750305176,1,230,0,0,0,89,7,82.1886
4,-0.399999857,5.750305176,1,225,0,0,0,86.5,7,74.6112
5,0,5.750305176,1,220,0,0,0,84,7,70.6858
6,0.25,5.750305176,2,225,0,0,0,84,8,66.5916
7,0.5,5.750305176,3,230,0,0,0,84,8,64.4099
8,0.699999809,5.750305176,3,215,0,0,0,84,8,62.4475
9,0.899999619,5.750305176,3,200,0,0,0,84,8,59.9483
10,1.149999619,5.750305176,3.5,200,0,0,0,83,8,58.5188
11,1.399999619,5.750305176,4,200,0,0,0,82,8,59.5805
12,1.5,5.750305176,4,200,0.004999999,0,0,82.5,8,67.3766
13,1.599999428,5.750305176,4,200,0.009999998,2,0,83,8,71.3706
14,1.649999619,5.750305176,4.5,200,0.009999998,2,0,83.5,8,75.9357
15,1.699999809,5.750305176,5,200,0.009999998,2,0,84,7,84.1544
16,2,5.750305176,5,205,0.004999999,2,0,85.5,6,111.5462
17,2.299999237,5.750305176,5,210,0,0,0,87,4,128.6554
18,2.549999237,5.750305176,5.5,210,0,0,25,88,6,149.1867
19,2.799999237,5.750305176,6,210,0,0,50,89,7,164.7796
20,3.25,5.750305176,5,215,0,0,100,90,7,174.7773
21,3.699998856,5.750305176,4,220,0,0,150,91,7,184.1389
22,4.949996948,5.750305176,4.5,235,0,0,280,88.5,4,191.0185
23,6.199996948,5.750305176,5,250,0,0,410,86,1,193.0519
24,6.799999237,5.750305176,5,250,0,0,440,84.5,4,198.5436
25,7.399997711,5.750305176,5,250,0,0,470,83,7,204.1474
26,7.799999237,5.750305176,5,250,0,0,550,83.5,7,204.7833
27,8.199996948,5.750305176,5,250,0,0,630,84,6,202.9089
28,8.649993896,5.750305176,6,250,0,0,600,83.5,6,195.4162
29,9.099998474,5.750305176,7,250,0,0,570,83,6,190.4409
30,9.25,5.750305176,6,255,0,0,375,82.5,7,190.4919
31,9.399993896,5.750305176,5,260,0,0,180,82,7,192.768
32,9.549995422,5.750305176,5.5,260,0,0,160,80.5,7,196.7339
33,9.699996948,5.750305176,6,260,0,0,140,79,7,207.6127
34,9.549995422,5.750305176,6,265,0,0,100,79.5,8,223.495
35,9.399993896,5.750305176,6,270,0,0,60,80,8,246.4036
36,9.349998474,5.750305176,5.5,260,0,0,30,80,8,255.5114
37,9.299995422,5.750305176,5,250,0,0,0,80,7,254.587
38,9.049995422,5.750305176,4,250,0,0,0,80.5,8,247.4043
39,8.799995422,5.750305176,3,250,0,0,0,81,8,236.2602
40,8.649993896,5.750305176,3,245,0,0,0,81.5,8,226.9376
41,8.5,5.750305176,3,240,0,0,0,82,7,214.5309
42,8.25,5.750305176,3,240,0,0,0,83,7,201.7651
43,8,5.750305176,3,240,0,0,0,84,7,193.1022
44,8.199996948,5.750305176,3.5,245,0,0,0,84,7,177.8473
45,8.399993896,5.750305176,4,250,0,0,0,84,7,159.8821
46,8.25,5.750305176,4,245,0.004999999,0,0,87.5,7,136.365
47,8.099998474,5.750305176,4,240,0.009999998,2,0,91,7,114.7794
48,8.349998474,5.750305176,4,235,0.004999999,2,0,87.5,7,97.7851
1,8.599998474,6.784332275,4,230,0,0,0,84,7,97.8271
2,8.599998474,6.784332275,4,230,0,0,0,84,7,73.9519
3,8.899993896,6.784332275,5,230,0,0,0,83,7,69.7043
4,9,6.784332275,5.5,235,0,0,0,84,7,65.1128
5,9.099998474,6.784332275,6,240,0,0,0,85,7,62.8146
6,9.149993896,6.784332275,5,240,0,0,0,85.5,8,60.3266
7,9.199996948,6.784332275,4,240,0,0,0,86,8,58.1918
8,9.449996948,6.784332275,5.5,250,0,0,0,85,8,56.349
9,9.699996948,6.784332275,7,260,0,0,0,84,7,55.0213
10,9.599998474,6.784332275,6.5,260,0.004999999,0,0,85.5,7,55.0821
11,9.5,6.784332275,6,260,0.009999998,2,0,87,7,60.1609
12,9.099998474,6.784332275,6,285,0.304999828,2,0,89.5,7,70.3296
13,8.699996948,6.784332275,6,310,0.599999905,2,0,92,7,88.4628
14,8.049995422,6.784332275,6,300,0.399999857,2,0,84,4,109.2378
15,7.399997711,6.784332275,6,290,0.199999928,2,0,76,1,129.6044
16,6.899997711,6.784332275,6,280,0.099999964,2,0,71.5,3,152.4294
17,6.399997711,6.784332275,6,270,0,0,0,67,5.5,145.1392
18,6.649997711,6.784332275,7,270,0,0,85,65.5,5,135.2637
19,6.899997711,6.784332275,8,270,0,0,170,64,3.699998856,135.2993
20,7.199996948,6.784332275,8.5,270,0,0,400,63.5,5,131.3516
21,7.5,6.784332275,9,270,0,0,630,63,6.199996948,129.2943
22,7.649997711,6.784332275,8,270,0.004999999,0,675,66,4,129.5194
23,7.799999237,6.784332275,7,270,0.009999998,2,720,69,2,128.2564
24,8,6.784332275,8,270,0.004999999,2,855,65.5,4,127.066
25,8.199996948,6.784332275,9,270,0,0,990,62,5,130.793
26,8.399993896,6.784332275,9.5,265,0,0,1145,59,5,133.0108
27,8.599998474,6.784332275,10,260,0,0,1300,56,4,131.7992
28,8.349998474,6.784332275,10.5,265,0,0,1195,57,6,126.1501
29,8.099998474,6.784332275,11,270,0,0,1090,58,7,123.1018
30,7.849998474,6.784332275,10,270,0,0,925,57.5,4,127.4188
31,7.599998474,6.784332275,9,270,0,0,760,57,1,132.6188
32,7.449996948,6.784332275,9,265,0,0,500,58.5,4,144.7294
33,7.299999237,6.784332275,9,260,0,0,240,60,6,161.0575
34,7.049999237,6.784332275,8,255,0,0,155,61.5,6,184.6079
35,6.799999237,6.784332275,7,250,0,0,70,63,5,214.1021
36,6.5,6.784332275,6,245,0,0,35,65,5,232.9572
37,6.199996948,6.784332275,5,240,0,0,0,67,5,240.906
38,6.349998474,6.784332275,5.5,240,0,0,0,66.5,5,238.8087
39,6.5,6.784332275,6,240,0,0,0,66,4,229.1317
40,6.25,6.784332275,6,240,0,0,0,67,5,218.0597
41,6,6.784332275,6,240,0,0,0,68,5,210.8659
42,5.949996948,6.784332275,5,240,0.004999999,0,0,68.5,5,200.8085
43,5.899997711,6.784332275,4,240,0.009999998,2,0,69,5,191.6419
44,5.449996948,6.784332275,5,240,0.009999998,2,0,73.5,5,178.5329
45,5,6.784332275,6,240,0.009999998,2,0,78,4,163.919
46,4.899997711,6.784332275,7,245,0.009999998,2,0,79.5,5,139.3361
47,4.799999237,6.784332275,8,250,0.009999998,2,0,81,6,116.7003
48,3.849998474,6.784332275,8,260,0.604999542,2,0,84.5,6,99.5241
1,2.899999619,4.80683136,8,270,1.199999809,2,0,88,6,98.6314
2,2.899999619,4.80683136,8,270,1.199999809,2,0,88,6,74.9832
3,2.599998474,4.80683136,5,250,0.799999714,2,0,87,6,71.3275
4,2.349998474,4.80683136,5,250,0.404999971,2,0,86.5,5,66.7036
5,2.099998474,4.80683136,5,250,0.009999998,2,0,86,4,63.5829
6,1.849999428,4.80683136,6,255,0.009999998,2,0,84.5,4,61.4827
7,1.599999428,4.80683136,7,260,0.009999998,2,0,83,4,59.3965
8,1.349999428,4.80683136,7.5,260,0.009999998,2,0,82.5,4,58.4989
9,1.099999428,4.80683136,8,260,0.009999998,2,0,82,4,57.7723
10,1.149999619,4.80683136,6.5,255,0.004999999,2,0,79.5,3,57.6964
11,1.199999809,4.80683136,5,250,0,0,0,77,1,62.5541
12,1.099999428,4.80683136,6,255,0,0,0,78,2,72.9021
13,1,4.80683136,7,260,0,0,0,79,2,90.6181
14,0.949999809,4.80683136,6,255,0,0,0,79,2,113.1896
15,0.899999619,4.80683136,5,250,0,0,0,79,1,134.2238
16,0.899999619,4.80683136,5,245,0,0,0,78.5,2,158.4128
17,0.899999619,4.80683136,5,240,0,0,0,78,2.399999619,150.3452
18,1.099999428,4.80683136,4.5,235,0,0,110,77.5,2,140.8162
19,1.299999237,4.80683136,4,230,0,0,220,77,2.5,140.2165
20,1.599999428,4.80683136,5,240,0.004999999,0,345,74,2,135.6288
21,1.899999619,4.80683136,6,250,0.009999998,2,470,71,2,129.6174
22,2.449998856,4.80683136,6.5,250,0.004999999,2,755,70.5,2,129.654
23,3,4.80683136,7,250,0,0,1040,70,1,127.5473
24,3.549999237,4.80683136,7.5,255,0,0,1160,65,2,127.4947
25,4.099998474,4.80683136,8,260,0,0,1280,60,2,130.416
26,3.799999237,4.80683136,9,260,0,0,1255,63,5,132.6756
27,3.5,4.80683136,10,260,0,0,1230,66,7,131.4096
28,3.349998474,4.80683136,8.5,255,0,0,945,66,7,127.8598
29,3.199998856,4.80683136,7,250,0,0,660,66,7,128.5851
30,3.25,4.80683136,6.5,245,0,0,475,65.5,7,135.8221
31,3.299999237,4.80683136,6,240,0,0,290,65,6,141.7665
32,2.899999619,4.80683136,5.5,235,0.004999999,0,175,74.5,6,154.6132
33,2.5,4.80683136,5,230,0.009999998,2,60,84,6,174.4676
34,2.75,4.80683136,4.5,235,0.204999924,2,40,86.5,7,201.1513
35,3,4.80683136,4,240,0.399999857,2,20,89,8,227.2656
36,3.549999237,4.80683136,5.5,250,0.699999809,2,10,87.5,8,243.1177
37,4.099998474,4.80683136,7,260,1,2,0,86,7,250.5706
38,4,4.80683136,5.5,250,0.599999905,2,0,87,7,246.3861
39,3.899999619,4.80683136,4,240,0.199999928,2,0,88,7,237.2269
40,4.049999237,4.80683136,5,255,0.599999905,2,0,89.5,7,224.4686
41,4.199996948,4.80683136,6,270,1,2,0,91,7,220.3173
42,4.449996948,4.80683136,5.5,280,0.899999619,2,0,91.5,8,208.0192
43,4.699996948,4.80683136,5,290,0.799999714,2,0,92,8,197.7467
44,4.799999237,4.80683136,5.5,295,0.5,2,0,91.5,7,184.9599
45,4.899997711,4.80683136,6,300,0.199999928,2,0,91,6,167.4335
46,5.099998474,4.80683136,5.5,305,0.099999964,2,0,89,7,142.194
47,5.299999237,4.80683136,5,310,0,0,0,87,7,118.9316
48,5.25,4.80683136,6,310,0,0,0,86,7,101.4622
1,5.199996948,4.065666199,7,310,0,0,0,85,7,100.2346
2,5.199996948,4.065666199,7,310,0,0,0,85,7,75.4267
3,5.099998474,4.065666199,6,310,0.009999998,2,0,85,6,71.8232
4,4.899997711,4.065666199,6.5,315,0.009999998,2,0,85.5,6,66.9148
5,4.699996948,4.065666199,7,320,0.009999998,2,0,86,6,64.4244
6,4.449996948,4.065666199,7.5,320,0.009999998,2,0,87,7,61.7757
7,4.199996948,4.065666199,8,320,0.009999998,2,0,88,7,59.5661
8,3.949998856,4.065666199,8.5,325,0.204999924,2,0,89.5,7,58.6847
9,3.699998856,4.065666199,9,330,0.399999857,2,0,91,7,57.554
10,3.599998474,4.065666199,9,335,0.299999952,2,0,91,8,57.228
11,3.5,4.065666199,9,340,0.199999928,2,0,91,8,62.2509
12,3.599998474,4.065666199,8.5,175,0.104999959,2,0,85,8,72.6819
13,3.699998856,4.065666199,8,10,0.009999998,2,0,79,7,89.1552
14,3.349998474,4.065666199,7,180,0.004999999,2,0,78,7,111.3189
15,3,4.065666199,6,350,0,0,0,77,6,132.594
16,2.75,4.065666199,6,340,0.099999964,0,0,84,6,159.906
17,2.5,4.065666199,6,330,0.199999928,2,0,91,6,152.3623
18,2.799999237,4.065666199,7,330,0.104999959,2,45,89,6,143.8888
19,3.099998474,4.065666199,8,330,0.009999998,2,90,87,6,144.9007
20,3.399999619,4.065666199,8,330,0.004999999,2,230,83.5,7,140.8397
21,3.699998856,4.065666199,8,330,0,0,370,80,7,135.3178
22,3.699998856,4.065666199,8,330,0,0,390,77,7,133.2261
23,3.699998856,4.065666199,8,330,0,0,410,74,7,130.807
24,3.75,4.065666199,8,330,0,0,450,72,8,131.0912
25,3.799999237,4.065666199,8,330,0,0,490,70,8,136.0439
26,3.899999619,4.065666199,8.5,330,0,0,430,69.5,8,136.734
27,4,4.065666199,9,330,0,0,370,69,7,134.892
28,4,4.065666199,9,335,0,0,420,68,8,130.9925
29,4,4.065666199,9,340,0,0,470,67,8,129.0066
30,4.049999237,4.065666199,9,335,0,0,405,66.5,8,134.2464
31,4.099998474,4.065666199,9,330,0,0,340,66,7,139.4098
32,4,4.065666199,8.5,330,0,0,290,66.5,7,151.3686
33,3.899999619,4.065666199,8,330,0,0,240,67,7,168.5217
34,3.799999237,4.065666199,8.5,330,0,0,160,65.5,8,189.7847
35,3.699998856,4.065666199,9,330,0,0,80,64,8,216.9933
36,3.399999619,4.065666199,8,330,0,0,40,65,7,240.4503
37,3.099998474,4.065666199,7,330,0,0,0,66,6,250.3559
38,2.849998474,4.065666199,7.5,330,0,0,0,65.5,5,248.028
39,2.599998474,4.065666199,8,330,0,0,0,65,4,240.0183
40,2.349998474,4.065666199,7,330,0,0,0,66.5,4,229.605
41,2.099998474,4.065666199,6,330,0,0,0,68,4.699996948,223.7935
42,1.899999619,4.065666199,5.5,325,0,0,0,68,4,212.0393
43,1.699999809,4.065666199,5,320,0,0,0,68,3.899999619,200.8315
44,1.649999619,4.065666199,5.5,320,0,0,0,69.5,3,189.7599
45,1.599999428,4.065666199,6,320,0,0,0,71,2.799999237,172.0098
46,1.599999428,4.065666199,6,320,0,0,0,70,2,145.8995
47,1.599999428,4.065666199,6,320,0,0,0,69,1.899999619,121.5892
48,1.5,4.065666199,5.5,315,0,0,0,68.5,2,104.39
1,1.399999619,3.078359604,5,310,0,0,0,68,1.5,102.4526
2,1.399999619,3.078359604,5,310,0,0,0,68,1.5,76.7684
3,1.099999428,3.078359604,5,300,0,0,0,73,1.699999809,72.6605
4,1.25,3.078359604,5,300,0,0,0,72,1,67.1624
5,1.399999619,3.078359604,5,300,0,0,0,71,1,65.3851
6,0.899999619,3.078359604,4.5,290,0,0,0,74.5,2,62.773
7,0.399999857,3.078359604,4,280,0,0,0,78,2.299999237,60.8105
8,0.299999952,3.078359604,3.5,285,0,0,0,81.5,2,60.7246
9,0.199999928,3.078359604,3,290,0,0,0,85,1,59.051
10,-0.099999964,3.078359604,3.5,285,0,0,0,86.5,2,59.1186
11,-0.399999857,3.078359604,4,280,0,0,0,88,2.299999237,64.4105
12,-0.5,3.078359604,3.5,285,0,0,0,87.5,4,74.732
13,-0.599999905,3.078359604,3,290,0,0,0,87,5,91.0899
14,-0.549999714,3.078359604,3,285,0,0,0,89,7,113.0519
15,-0.5,3.078359604,3,280,0,0,0,91,8,134.5587
16,-0.199999928,3.078359604,3.5,280,0,0,5,90.5,7,161.7325
17,0.099999964,3.078359604,4,280,0,0,10,90,6,153.8884
18,0.549999714,3.078359604,3.5,275,0,0,100,88.5,5,146.3509
19,1,3.078359604,3,270,0,0,190,87,4.5,147.1686
20,1.399999619,3.078359604,2.5,275,0,0,260,85.5,5,143.0862
21,1.799999237,3.078359604,2,280,0,0,330,84,6.399997711,138.4742
22,2.299999237,3.078359604,2.5,285,0,0,440,81.5,4,137.7138
23,2.799999237,3.078359604,3,290,0,0,550,79,1,136.0501
24,3.149999619,3.078359604,3.5,280,0,0,590,78.5,4,135.722
25,3.5,3.078359604,4,270,0,0,630,78,6,140.254
26,3.5,3.078359604,3,275,0,0,480,77.5,7,142.4494
27,3.5,3.078359604,2,280,0,0,330,77,7,141.2493
28,3.5,3.078359604,3,275,0,0,285,79,8,136.4646
29,3.5,3.078359604,4,270,0,0,240,81,8,134.7399
30,3.549999237,3.078359604,2.5,275,0.004999999,0,255,81,8,139.3165
31,3.599998474,3.078359604,1,280,0.009999998,2,270,81,7,143.5353
32,3.549999237,3.078359604,2,275,0.009999998,2,185,82,7,156.211
33,3.5,3.078359604,3,270,0.009999998,2,100,83,6,173.2949
34,3.199998856,3.078359604,3,275,0.204999924,2,65,86,6,196.2956
35,2.899999619,3.078359604,3,280,0.399999857,2,30,89,6,223.6303
36,2.5,3.078359604,2.5,280,0.299999952,2,15,91,7,239.8627
37,2.099998474,3.078359604,2,280,0.199999928,2,0,93,7,249.7055
38,1.899999619,3.078359604,2,290,0.104999959,2,0,93.5,7,245.2367
39,1.699999809,3.078359604,2,300,0.009999998,2,0,94,6,237.6932
40,1.75,3.078359604,2,310,0.009999998,2,0,95,7,227.8041
41,1.799999237,3.078359604,2,320,0.009999998,2,0,96,7,220.6936
42,1.699999809,3.078359604,1.5,310,0.009999998,2,0,96,7,210.5489
43,1.599999428,3.078359604,1,300,0.009999998,2,0,96,6,200.6478
44,1.75,3.078359604,2.5,310,0.004999999,2,0,95,7,187.8592
45,1.899999619,3.078359604,4,320,0,0,0,94,7,170.8232
46,1.799999237,3.078359604,4,325,0,0,0,93,7,144.5369
47,1.699999809,3.078359604,4,330,0,0,0,92,7,121.9216
48,1.699999809,3.078359604,3.5,320,0,0,0,92,8,104.7556
1,1.699999809,3.511554718,3,310,0,0,0,92,8,103.562
2,1.699999809,3.511554718,3,310,0,0,0,92,8,78.5209
3,1.199999809,3.511554718,2,310,0,0,0,94,8,74.391
4,1.049999237,3.511554718,2,315,0.099999964,0,0,94,8,68.8045
5,0.899999619,3.511554718,2,320,0.199999928,2,0,94,8,66.3022
6,0.75,3.511554718,1.5,310,0.099999964,2,0,94.5,8,63.5069
7,0.599999905,3.511554718,1,300,0,0,0,95,8,61.3977
8,0.449999809,3.511554718,1,305,0,0,0,94.5,7,60.8446
9,0.299999952,3.511554718,1,310,0,0,0,94,6,59.1466
10,0.199999928,3.511554718,1,315,0,0,0,94.5,5,58.7567
11,0.099999964,3.511554718,1,320,0,0,0,95,3,63.9084
12,0.149999976,3.511554718,1,320,0,0,0,95.5,5,73.4023
13,0.199999928,3.511554718,1,320,0,0,0,96,7,90.0378
